,drug_name,dates
641,Abilify (Page 26),"January 22, 2011"
642,Abilify (Page 26),"January 21, 2011"
643,Abilify (Page 26),"January 18, 2011"
644,Abilify (Page 26),"January 17, 2011"
645,Abilify (Page 26),"January 17, 2011"
646,Abilify (Page 26),"January 11, 2011"
647,Abilify (Page 26),"January 9, 2011"
648,Abilify (Page 26),"January 3, 2011"
649,Abilify (Page 26),"December 26, 2010"
650,Abilify (Page 27),"December 23, 2010"
651,Abilify (Page 27),"November 26, 2010"
652,Abilify (Page 27),"November 13, 2010"
653,Abilify (Page 27),"November 2, 2010"
654,Abilify (Page 27),"October 27, 2010"
655,Abilify (Page 27),"October 11, 2010"
656,Abilify (Page 27),"September 26, 2010"
657,Abilify (Page 27),"September 14, 2010"
658,Abilify (Page 27),"September 1, 2010"
659,Abilify (Page 27),"August 27, 2010"
660,Abilify (Page 27),"August 24, 2010"
661,Abilify (Page 27),"June 25, 2010"
662,Abilify (Page 27),"June 16, 2010"
663,Abilify (Page 27),"May 30, 2010"
664,Abilify (Page 27),"May 26, 2010"
665,Abilify (Page 27),"May 25, 2010"
666,Abilify (Page 27),"May 24, 2010"
667,Abilify (Page 27),"May 17, 2010"
668,Abilify (Page 27),"May 14, 2010"
669,Abilify (Page 27),"May 11, 2010"
670,Abilify (Page 27),"May 7, 2010"
671,Abilify (Page 27),"May 6, 2010"
672,Abilify (Page 27),"April 7, 2010"
673,Abilify (Page 27),"April 3, 2010"
674,Abilify (Page 27),"March 31, 2010"
675,Abilify (Page 28),"March 25, 2010"
676,Abilify (Page 28),"March 22, 2010"
677,Abilify (Page 28),"March 18, 2010"
678,Abilify (Page 28),"March 5, 2010"
679,Abilify (Page 28),"February 25, 2010"
680,Abilify (Page 28),"February 16, 2010"
681,Abilify (Page 28),"February 10, 2010"
682,Abilify (Page 28),"January 31, 2010"
683,Abilify (Page 28),"January 26, 2010"
684,Abilify (Page 28),"January 21, 2010"
685,Abilify (Page 28),"January 20, 2010"
686,Abilify (Page 28),"January 15, 2010"
687,Abilify (Page 28),"January 9, 2010"
688,Abilify (Page 28),"January 4, 2010"
689,Abilify (Page 28),"December 25, 2009"
690,Abilify (Page 28),"December 19, 2009"
691,Abilify (Page 28),"December 9, 2009"
692,Abilify (Page 28),"December 8, 2009"
693,Abilify (Page 28),"December 8, 2009"
694,Abilify (Page 28),"November 23, 2009"
695,Abilify (Page 28),"November 20, 2009"
696,Abilify (Page 28),"November 20, 2009"
697,Abilify (Page 28),"November 19, 2009"
698,Abilify (Page 28),"November 18, 2009"
699,Abilify (Page 28),"November 15, 2009"
700,Abilify (Page 29),"November 11, 2009"
701,Abilify (Page 29),"November 3, 2009"
702,Abilify (Page 29),"October 29, 2009"
703,Abilify (Page 29),"October 24, 2009"
704,Abilify (Page 29),"October 22, 2009"
705,Abilify (Page 29),"October 22, 2009"
706,Abilify (Page 29),"October 19, 2009"
707,Abilify (Page 29),"October 16, 2009"
708,Abilify (Page 29),"October 15, 2009"
709,Abilify (Page 29),"October 15, 2009"
710,Abilify (Page 29),"October 14, 2009"
711,Abilify (Page 29),"October 7, 2009"
712,Abilify (Page 29),"October 2, 2009"
713,Abilify (Page 29),"October 1, 2009"
714,Abilify (Page 29),"September 27, 2009"
715,Abilify (Page 29),"September 13, 2009"
716,Abilify (Page 29),"September 12, 2009"
717,Abilify (Page 29),"September 11, 2009"
718,Abilify (Page 29),"August 31, 2009"
719,Abilify (Page 29),"August 29, 2009"
720,Abilify (Page 29),"August 29, 2009"
721,Abilify (Page 29),"August 28, 2009"
722,Abilify (Page 29),"August 25, 2009"
723,Abilify (Page 29),"August 21, 2009"
724,Abilify (Page 29),"August 5, 2009"
725,Abilify (Page 30),"July 31, 2009"
726,Abilify (Page 30),"July 27, 2009"
727,Abilify (Page 30),"July 26, 2009"
728,Abilify (Page 30),"July 24, 2009"
729,Abilify (Page 30),"July 19, 2009"
730,Abilify (Page 30),"July 14, 2009"
731,Abilify (Page 30),"July 10, 2009"
732,Abilify (Page 30),"June 19, 2009"
733,Abilify (Page 30),"June 14, 2009"
734,Abilify (Page 30),"June 3, 2009"
735,Abilify (Page 30),"May 17, 2009"
736,Abilify (Page 30),"May 12, 2009"
737,Abilify (Page 30),"May 7, 2009"
738,Abilify (Page 30),"May 7, 2009"
739,Abilify (Page 30),"April 23, 2009"
740,Abilify (Page 30),"April 19, 2009"
741,Abilify (Page 30),"April 15, 2009"
742,Abilify (Page 30),"March 15, 2009"
743,Abilify (Page 30),"March 11, 2009"
744,Abilify (Page 30),"March 9, 2009"
745,Abilify (Page 30),"March 3, 2009"
746,Abilify (Page 30),"March 2, 2009"
747,Abilify (Page 30),"March 2, 2009"
748,Abilify (Page 30),"February 8, 2009"
749,Abilify (Page 30),"February 7, 2009"
750,Abilify (Page 31),"January 8, 2009"
751,Abilify (Page 31),"January 1, 2009"
752,Abilify (Page 31),"December 18, 2008"
753,Abilify (Page 31),"December 15, 2008"
754,Abilify (Page 31),"December 15, 2008"
755,Abilify (Page 31),"November 18, 2008"
756,Abilify (Page 31),"November 17, 2008"
757,Abilify (Page 31),"October 31, 2008"
758,Abilify (Page 31),"October 10, 2008"
759,Abilify (Page 31),"September 4, 2008"
760,Abilify (Page 31),"August 28, 2008"
761,Abilify (Page 31),"August 23, 2008"
762,Abilify (Page 31),"July 9, 2008"
763,Abilify (Page 31),"July 3, 2008"
764,Abilify (Page 31),"June 21, 2008"
765,Abilify (Page 31),"June 16, 2008"
766,Abilify (Page 31),"May 21, 2008"
767,Abilify (Page 31),"May 12, 2008"
768,Abilify (Page 31),"April 27, 2008"
769,Abilify (Page 31),"April 12, 2008"
770,Abilify (Page 31),"April 9, 2008"
771,Abilify (Page 31),"April 9, 2008"
772,Abilify (Page 31),"April 6, 2008"
773,Abilify (Page 31),"April 3, 2008"
774,Abilify (Page 31),"April 3, 2008"
775,Actos,"September 28, 2019"
776,Actos,"September 2, 2018"
777,Actos,"March 26, 2017"
778,Actos,"February 15, 2016"
779,Actos,"November 19, 2015"
780,Actos,"September 30, 2015"
781,Actos,"July 24, 2015"
782,Actos,"January 14, 2015"
783,Actos,"July 3, 2013"
784,Actos,"November 16, 2011"
785,Actos,"October 29, 2011"
786,Actos,"October 24, 2011"
787,Actos,"May 5, 2011"
788,Actos,"January 25, 2011"
789,Actos,"October 16, 2010"
790,Actos,"September 25, 2010"
791,Actos,"September 22, 2010"
792,Actos,"June 17, 2010"
793,Actos,"June 9, 2010"
794,Actos,"February 2, 2010"
795,Actos,"September 15, 2009"
796,Actos,"September 13, 2009"
797,Actos,"September 7, 2009"
798,Actos,"June 4, 2009"
799,Actos,"May 5, 2009"
800,Actos (Page 2),"May 3, 2009"
801,Actos (Page 2),"May 2, 2009"
802,Actos (Page 2),"December 31, 2008"
803,Actos (Page 2),"November 21, 2008"
804,Actos (Page 2),"October 31, 2008"
805,Actos (Page 2),"August 18, 2008"
806,Actos (Page 2),"March 4, 2008"
807,Actos (Page 2),"September 7, 2007"
808,Actos (Page 2),"July 17, 2007"
809,Actos (Page 2),"June 26, 2007"
810,Acyclovir,"August 28, 2019"
811,Acyclovir,"August 27, 2019"
812,Acyclovir,"August 19, 2019"
813,Acyclovir,"August 8, 2019"
814,Acyclovir,"July 28, 2019"
815,Acyclovir,"July 5, 2019"
816,Acyclovir,"June 27, 2019"
817,Acyclovir,"June 10, 2019"
818,Acyclovir,"April 14, 2019"
819,Acyclovir,"April 8, 2019"
820,Acyclovir,"March 16, 2019"
821,Acyclovir,"February 9, 2019"
822,Acyclovir,"January 25, 2019"
823,Acyclovir,"January 19, 2019"
824,Acyclovir,"December 5, 2018"
825,Acyclovir,"November 29, 2018"
826,Acyclovir,"October 30, 2018"
827,Acyclovir,"September 30, 2018"
828,Acyclovir,"September 19, 2018"
829,Acyclovir,"September 5, 2018"
830,Acyclovir,"August 19, 2018"
831,Acyclovir,"July 9, 2018"
832,Acyclovir,"May 20, 2018"
833,Acyclovir,"May 6, 2018"
834,Acyclovir,"March 25, 2018"
835,Acyclovir (Page 2),"March 25, 2018"
836,Acyclovir (Page 2),"March 9, 2018"
837,Acyclovir (Page 2),"February 23, 2018"
838,Acyclovir (Page 2),"February 19, 2018"
839,Acyclovir (Page 2),"February 1, 2018"
840,Acyclovir (Page 2),"January 16, 2018"
841,Acyclovir (Page 2),"October 22, 2017"
842,Acyclovir (Page 2),"September 14, 2017"
843,Acyclovir (Page 2),"August 23, 2017"
844,Acyclovir (Page 2),"August 15, 2017"
845,Acyclovir (Page 2),"July 27, 2017"
846,Acyclovir (Page 2),"July 17, 2017"
847,Acyclovir (Page 2),"July 1, 2017"
848,Acyclovir (Page 2),"June 4, 2017"
849,Acyclovir (Page 2),"June 1, 2017"
850,Acyclovir (Page 2),"May 17, 2017"
851,Acyclovir (Page 2),"April 5, 2017"
852,Acyclovir (Page 2),"April 4, 2017"
853,Acyclovir (Page 2),"March 29, 2017"
854,Acyclovir (Page 2),"March 7, 2017"
855,Acyclovir (Page 2),"February 22, 2017"
856,Acyclovir (Page 2),"January 27, 2017"
857,Acyclovir (Page 2),"January 2, 2017"
858,Acyclovir (Page 2),"December 30, 2016"
859,Acyclovir (Page 2),"December 23, 2016"
860,Acyclovir (Page 3),"December 5, 2016"
861,Acyclovir (Page 3),"November 21, 2016"
862,Acyclovir (Page 3),"November 3, 2016"
863,Acyclovir (Page 3),"September 30, 2016"
864,Acyclovir (Page 3),"September 23, 2016"
865,Acyclovir (Page 3),"September 21, 2016"
866,Acyclovir (Page 3),"August 5, 2016"
867,Acyclovir (Page 3),"July 17, 2016"
868,Acyclovir (Page 3),"July 16, 2016"
869,Acyclovir (Page 3),"July 14, 2016"
870,Acyclovir (Page 3),"July 11, 2016"
871,Acyclovir (Page 3),"July 1, 2016"
872,Acyclovir (Page 3),"June 21, 2016"
873,Acyclovir (Page 3),"June 16, 2016"
874,Acyclovir (Page 3),"May 4, 2016"
875,Acyclovir (Page 3),"April 13, 2016"
876,Acyclovir (Page 3),"March 26, 2016"
877,Acyclovir (Page 3),"March 7, 2016"
878,Acyclovir (Page 3),"March 4, 2016"
879,Acyclovir (Page 3),"February 26, 2016"
880,Acyclovir (Page 3),"February 26, 2016"
881,Acyclovir (Page 3),"February 26, 2016"
882,Acyclovir (Page 3),"February 19, 2016"
883,Acyclovir (Page 3),"January 13, 2016"
884,Acyclovir (Page 3),"January 13, 2016"
885,Acyclovir (Page 4),"January 12, 2016"
886,Acyclovir (Page 4),"January 5, 2016"
887,Acyclovir (Page 4),"December 6, 2015"
888,Acyclovir (Page 4),"December 1, 2015"
889,Acyclovir (Page 4),"November 24, 2015"
890,Acyclovir (Page 4),"November 20, 2015"
891,Acyclovir (Page 4),"November 7, 2015"
892,Acyclovir (Page 4),"November 4, 2015"
893,Acyclovir (Page 4),"October 25, 2015"
894,Acyclovir (Page 4),"September 16, 2015"
895,Acyclovir (Page 4),"July 24, 2015"
896,Acyclovir (Page 4),"July 24, 2015"
897,Acyclovir (Page 4),"July 21, 2015"
898,Acyclovir (Page 4),"July 3, 2015"
899,Acyclovir (Page 4),"June 26, 2015"
900,Acyclovir (Page 4),"June 21, 2015"
901,Acyclovir (Page 4),"May 26, 2015"
902,Acyclovir (Page 4),"May 3, 2015"
903,Acyclovir (Page 4),"May 1, 2015"
904,Acyclovir (Page 4),"February 25, 2015"
905,Acyclovir (Page 4),"February 24, 2015"
906,Acyclovir (Page 4),"January 21, 2015"
907,Acyclovir (Page 4),"December 12, 2014"
908,Acyclovir (Page 4),"November 13, 2014"
909,Acyclovir (Page 4),"October 16, 2014"
910,Acyclovir (Page 5),"June 10, 2014"
911,Acyclovir (Page 5),"April 8, 2014"
912,Acyclovir (Page 5),"March 26, 2014"
913,Acyclovir (Page 5),"March 13, 2014"
914,Acyclovir (Page 5),"January 21, 2014"
915,Acyclovir (Page 5),"January 9, 2014"
916,Acyclovir (Page 5),"November 14, 2013"
917,Acyclovir (Page 5),"June 6, 2013"
918,Acyclovir (Page 5),"April 19, 2013"
919,Acyclovir (Page 5),"April 16, 2013"
920,Acyclovir (Page 5),"April 13, 2013"
921,Acyclovir (Page 5),"April 4, 2013"
922,Acyclovir (Page 5),"December 13, 2012"
923,Acyclovir (Page 5),"December 12, 2012"
924,Acyclovir (Page 5),"October 21, 2012"
925,Acyclovir (Page 5),"July 19, 2012"
926,Acyclovir (Page 5),"June 27, 2012"
927,Acyclovir (Page 5),"May 29, 2012"
928,Acyclovir (Page 5),"May 7, 2012"
929,Acyclovir (Page 5),"February 28, 2012"
930,Acyclovir (Page 5),"February 23, 2012"
931,Acyclovir (Page 5),"December 11, 2011"
932,Acyclovir (Page 5),"December 11, 2011"
933,Acyclovir (Page 5),"November 25, 2011"
934,Acyclovir (Page 5),"November 16, 2011"
935,Acyclovir (Page 6),"November 4, 2011"
936,Acyclovir (Page 6),"October 19, 2011"
937,Acyclovir (Page 6),"July 22, 2011"
938,Acyclovir (Page 6),"March 12, 2011"
939,Acyclovir (Page 6),"January 25, 2011"
940,Acyclovir (Page 6),"January 15, 2011"
941,Acyclovir (Page 6),"January 6, 2011"
942,Acyclovir (Page 6),"December 29, 2010"
943,Acyclovir (Page 6),"August 14, 2010"
944,Acyclovir (Page 6),"February 12, 2010"
945,Acyclovir (Page 6),"September 2, 2009"
946,Acyclovir (Page 6),"July 19, 2009"
947,Acyclovir (Page 6),"July 17, 2009"
948,Acyclovir (Page 6),"April 24, 2009"
949,Acyclovir (Page 6),"March 11, 2009"
950,Acyclovir (Page 6),"February 21, 2009"
951,Acyclovir (Page 6),"January 25, 2009"
952,Acyclovir (Page 6),"August 8, 2008"
953,Acyclovir (Page 6),"August 5, 2008"
954,Acyclovir (Page 6),"July 25, 2008"
955,Acyclovir (Page 6),"June 5, 2008"
956,Adderall XR,"September 28, 2019"
957,Adderall XR,"September 26, 2019"
958,Adderall XR,"August 25, 2019"
959,Adderall XR,"August 15, 2019"
960,Adderall XR,"August 9, 2019"
961,Adderall XR,"August 4, 2019"
962,Adderall XR,"August 2, 2019"
963,Adderall XR,"August 2, 2019"
964,Adderall XR,"June 7, 2019"
965,Adderall XR,"June 1, 2019"
966,Adderall XR,"May 6, 2019"
967,Adderall XR,"February 21, 2019"
968,Adderall XR,"January 24, 2019"
969,Adderall XR,"December 9, 2018"
970,Adderall XR,"September 3, 2018"
971,Adderall XR,"April 15, 2018"
972,Adderall XR,"April 12, 2018"
973,Adderall XR,"February 26, 2018"
974,Adderall XR,"February 6, 2018"
975,Adderall XR,"January 11, 2018"
976,Adderall XR,"January 6, 2018"
977,Adderall XR,"September 21, 2017"
978,Adderall XR,"September 6, 2017"
979,Adderall XR,"August 24, 2017"
980,Adderall XR,"August 19, 2017"
981,Adderall XR (Page 2),"June 21, 2017"
982,Adderall XR (Page 2),"May 10, 2017"
983,Adderall XR (Page 2),"May 2, 2017"
984,Adderall XR (Page 2),"March 24, 2017"
985,Adderall XR (Page 2),"February 1, 2017"
986,Adderall XR (Page 2),"January 5, 2017"
987,Adderall XR (Page 2),"December 28, 2016"
988,Adderall XR (Page 2),"October 31, 2016"
989,Adderall XR (Page 2),"October 19, 2016"
990,Adderall XR (Page 2),"September 15, 2016"
991,Adderall XR (Page 2),"September 2, 2016"
992,Adderall XR (Page 2),"August 31, 2016"
993,Adderall XR (Page 2),"August 25, 2016"
994,Adderall XR (Page 2),"July 23, 2016"
995,Adderall XR (Page 2),"July 22, 2016"
996,Adderall XR (Page 2),"June 20, 2016"
997,Adderall XR (Page 2),"June 11, 2016"
998,Adderall XR (Page 2),"May 29, 2016"
999,Adderall XR (Page 2),"March 3, 2016"
1000,Adderall XR (Page 2),"February 19, 2016"
1001,Adderall XR (Page 2),"January 16, 2016"
1002,Adderall XR (Page 2),"January 7, 2016"
1003,Adderall XR (Page 2),"November 1, 2015"
1004,Adderall XR (Page 2),"October 27, 2015"
1005,Adderall XR (Page 2),"October 9, 2015"
1006,Adderall XR (Page 3),"September 29, 2015"
1007,Adderall XR (Page 3),"September 27, 2015"
1008,Adderall XR (Page 3),"September 16, 2015"
1009,Adderall XR (Page 3),"September 11, 2015"
1010,Adderall XR (Page 3),"August 12, 2015"
1011,Adderall XR (Page 3),"July 23, 2015"
1012,Adderall XR (Page 3),"July 19, 2015"
1013,Adderall XR (Page 3),"July 12, 2015"
1014,Adderall XR (Page 3),"July 11, 2015"
1015,Adderall XR (Page 3),"June 28, 2015"
1016,Adderall XR (Page 3),"June 5, 2015"
1017,Adderall XR (Page 3),"April 17, 2015"
1018,Adderall XR (Page 3),"April 6, 2015"
1019,Adderall XR (Page 3),"March 16, 2015"
1020,Adderall XR (Page 3),"March 12, 2015"
1021,Adderall XR (Page 3),"February 22, 2015"
1022,Adderall XR (Page 3),"January 29, 2015"
1023,Adderall XR (Page 3),"January 22, 2015"
1024,Adderall XR (Page 3),"December 9, 2014"
1025,Adderall XR (Page 3),"November 30, 2014"
1026,Adderall XR (Page 3),"November 13, 2014"
1027,Adderall XR (Page 3),"October 29, 2014"
1028,Adderall XR (Page 3),"September 29, 2014"
1029,Adderall XR (Page 3),"September 20, 2014"
1030,Adderall XR (Page 3),"July 16, 2014"
1031,Adderall XR (Page 4),"July 11, 2014"
1032,Adderall XR (Page 4),"June 17, 2014"
1033,Adderall XR (Page 4),"May 26, 2014"
1034,Adderall XR (Page 4),"April 14, 2014"
1035,Adderall XR (Page 4),"February 20, 2014"
1036,Adderall XR (Page 4),"January 15, 2014"
1037,Adderall XR (Page 4),"January 11, 2014"
1038,Adderall XR (Page 4),"December 31, 2013"
1039,Adderall XR (Page 4),"December 22, 2013"
1040,Adderall XR (Page 4),"November 4, 2013"
1041,Adderall XR (Page 4),"August 25, 2013"
1042,Adderall XR (Page 4),"July 4, 2013"
1043,Adderall XR (Page 4),"June 27, 2013"
1044,Adderall XR (Page 4),"June 26, 2013"
1045,Adderall XR (Page 4),"May 25, 2013"
1046,Adderall XR (Page 4),"May 5, 2013"
1047,Adderall XR (Page 4),"April 26, 2013"
1048,Adderall XR (Page 4),"April 24, 2013"
1049,Adderall XR (Page 4),"March 15, 2013"
1050,Adderall XR (Page 4),"November 15, 2012"
1051,Adderall XR (Page 4),"August 18, 2012"
1052,Adderall XR (Page 4),"August 7, 2012"
1053,Adderall XR (Page 4),"July 5, 2012"
1054,Adderall XR (Page 4),"May 1, 2012"
1055,Adderall XR (Page 4),"March 30, 2012"
1056,Adderall XR (Page 5),"February 14, 2012"
1057,Adderall XR (Page 5),"January 31, 2012"
1058,Adderall XR (Page 5),"January 17, 2012"
1059,Adderall XR (Page 5),"November 4, 2011"
1060,Adderall XR (Page 5),"October 28, 2011"
1061,Adderall XR (Page 5),"October 14, 2011"
1062,Adderall XR (Page 5),"September 11, 2011"
1063,Adderall XR (Page 5),"September 11, 2011"
1064,Adderall XR (Page 5),"September 6, 2011"
1065,Adderall XR (Page 5),"August 19, 2011"
1066,Adderall XR (Page 5),"June 18, 2011"
1067,Adderall XR (Page 5),"March 7, 2011"
1068,Adderall XR (Page 5),"February 27, 2011"
1069,Adderall XR (Page 5),"February 10, 2011"
1070,Adderall XR (Page 5),"January 12, 2011"
1071,Adderall XR (Page 5),"January 8, 2011"
1072,Adderall XR (Page 5),"December 20, 2010"
1073,Adderall XR (Page 5),"December 10, 2010"
1074,Adderall XR (Page 5),"December 9, 2010"
1075,Adderall XR (Page 5),"November 20, 2010"
1076,Adderall XR (Page 5),"November 7, 2010"
1077,Adderall XR (Page 5),"September 30, 2010"
1078,Adderall XR (Page 5),"September 27, 2010"
1079,Adderall XR (Page 5),"August 11, 2010"
1080,Adderall XR (Page 5),"August 11, 2010"
1081,Adderall XR (Page 6),"July 31, 2010"
1082,Adderall XR (Page 6),"April 27, 2010"
1083,Adderall XR (Page 6),"March 24, 2010"
1084,Adderall XR (Page 6),"March 18, 2010"
1085,Adderall XR (Page 6),"March 11, 2010"
1086,Adderall XR (Page 6),"February 16, 2010"
1087,Adderall XR (Page 6),"February 11, 2010"
1088,Adderall XR (Page 6),"January 2, 2010"
1089,Adderall XR (Page 6),"December 28, 2009"
1090,Adderall XR (Page 6),"December 12, 2009"
1091,Adderall XR (Page 6),"December 9, 2009"
1092,Adderall XR (Page 6),"December 7, 2009"
1093,Adderall XR (Page 6),"December 4, 2009"
1094,Adderall XR (Page 6),"November 14, 2009"
1095,Adderall XR (Page 6),"October 30, 2009"
1096,Adderall XR (Page 6),"October 23, 2009"
1097,Adderall XR (Page 6),"October 6, 2009"
1098,Adderall XR (Page 6),"October 4, 2009"
1099,Adderall XR (Page 6),"September 19, 2009"
1100,Adderall XR (Page 6),"August 26, 2009"
1101,Adderall XR (Page 6),"August 4, 2009"
1102,Adderall XR (Page 6),"July 28, 2009"
1103,Adderall XR (Page 6),"July 24, 2009"
1104,Adderall XR (Page 6),"July 7, 2009"
1105,Adderall XR (Page 6),"June 28, 2009"
1106,Adderall XR (Page 7),"June 9, 2009"
1107,Adderall XR (Page 7),"May 12, 2009"
1108,Adderall XR (Page 7),"May 12, 2009"
1109,Adderall XR (Page 7),"May 4, 2009"
1110,Adderall XR (Page 7),"May 3, 2009"
1111,Adderall XR (Page 7),"April 29, 2009"
1112,Adderall XR (Page 7),"April 25, 2009"
1113,Adderall XR (Page 7),"March 25, 2009"
1114,Adderall XR (Page 7),"March 23, 2009"
1115,Adderall XR (Page 7),"March 17, 2009"
1116,Adderall XR (Page 7),"February 12, 2009"
1117,Adderall XR (Page 7),"January 21, 2009"
